Species2_eBird,mean_Tail.LengthF,mean_Tail.LengthM,Mass,Sex,Family2,Order2,Tarsus.Length,Wing.Length,Tail.Length,Tail.Length.2
Anisognathus somptuosus,72.38,72.9375,44.5,Mean,Thraupidae,Passeriformes,24.5,91.9,72.9,72.9
Anomalospiza imberbis,41,44.5,20.5,Mean,Viduidae,Passeriformes,16.8,63.9,42.8,42.8
Anthipes monileger,44.5,49.5,11,Mean,Muscicapidae,Passeriformes,20.4,61.5,47,47
Anthipes solitaris,44,41.75,13.1,Mean,Muscicapidae,Passeriformes,19.6,60.2,42.9,42.9
Anthobaphes violacea,49.5,71,9.4,Mean,Nectariniidae,Passeriformes,16.2,52.6,62.4,62.4
Anthochaera carunculata,160.6666667,172.14,106.1,Mean,Meliphagidae,Passeriformes,34.1,154.5,163.2,163.2
Anthochaera chrysoptera,135.2,136.8,67.8,Mean,Meliphagidae,Passeriformes,27.4,129.2,139.5,139.5
Anthochaera lunulata,130.6666667,NA,61.8,Mean,Meliphagidae,Passeriformes,26.5,122.1,135.9,135.9
Anthochaera paradoxa,245.5,237.7333333,143.7,Mean,Meliphagidae,Passeriformes,40.2,179.7,233.6,233.6
Anthochaera phrygia,NA,97.5,40,Mean,Meliphagidae,Passeriformes,22.2,110.1,97.2,97.2
Anthornis melanura,NA,83,26.9,Mean,Meliphagidae,Passeriformes,25.9,86.4,80.3,80.3
Anthoscopus caroli,30.4,29.25,6.9,Mean,Remizidae,Passeriformes,13.1,52.6,29.9,29.9
Anthoscopus flavifrons,28,26.66666667,8,Mean,Remizidae,Passeriformes,12.3,54,27.2,27.2
Anthoscopus minutus,35,34.5,6.6,Mean,Remizidae,Passeriformes,13.4,49.8,34.8,34.8
Anthoscopus musculus,28,27,5.2,Mean,Remizidae,Passeriformes,11.4,49,27.4,27.4
Anthoscopus parvulus,NA,28.33333333,5.8,Mean,Remizidae,Passeriformes,11.8,50,28.3,28.3
Anthoscopus punctifrons,29.5,30.66666667,7,Mean,Remizidae,Passeriformes,13.1,50.4,30.2,30.2
Anthreptes anchietae,41.5,46,8,Mean,Nectariniidae,Passeriformes,16.6,64.2,43.8,43.8
Anthreptes aurantius,43.5,47,12.5,Mean,Nectariniidae,Passeriformes,17.5,64,45.6,45.6
Anthreptes gabonicus,36,40,10.6,Mean,Nectariniidae,Passeriformes,15.6,56.6,38.4,38.4
Anthreptes griseigularis,35.5,37,15,Mean,Nectariniidae,Passeriformes,16.4,61,36.2,36.2
Anthreptes longuemarei,45,51,11.4,Mean,Nectariniidae,Passeriformes,17,70.6,48.6,48.6
Anthreptes malacensis,39.38095238,40.82758621,11.3,Mean,Nectariniidae,Passeriformes,16.4,67.1,39.6,39.6
Anthreptes neglectus,50,56.66666667,11.8,Mean,Nectariniidae,Passeriformes,17.1,69.2,54,54
Anthreptes orientalis,47.875,54.25,10.3,Mean,Nectariniidae,Passeriformes,17.9,65.6,51.7,51.7
Anthreptes rectirostris,29,33,10.6,Mean,Nectariniidae,Passeriformes,14.8,55,31,31
Anthreptes reichenowi,36,39,7.3,Mean,Nectariniidae,Passeriformes,15.4,53.5,38.5,38.5
Anthreptes rhodolaemus,38.5,46,13.1,Mean,Nectariniidae,Passeriformes,15.4,65.2,43,43
Anthreptes rubritorques,32,36.33333333,10.7,Mean,Nectariniidae,Passeriformes,15.3,57.2,35.2,35.2
Anthreptes seimundi,29.5,29,6.6,Mean,Nectariniidae,Passeriformes,15.1,52.6,29.2,29.2
Anthreptes simplex,42.8,48,8.9,Mean,Nectariniidae,Passeriformes,14.9,59.9,44.8,44.8
Anthus antarcticus,65,63,36.1,Mean,Motacillidae,Passeriformes,23.6,81.8,63.5,63.5
Anthus berthelotii,61.75,59.16666667,15.9,Mean,Motacillidae,Passeriformes,21.5,72.2,60.2,60.2
Anthus bogotensis,55,58.57142857,25.1,Mean,Motacillidae,Passeriformes,22.8,79.2,57.8,57.8
Anthus brachyurus,42,40,15.3,Mean,Motacillidae,Passeriformes,16.6,63.1,40.8,40.8
Anthus caffer,54.5,53.5,16.8,Mean,Motacillidae,Passeriformes,17.9,71.1,54,54
Anthus campestris,67,73,23,Mean,Motacillidae,Passeriformes,24.7,91.2,70.6,70.6
Anthus cervinus,55.5,57.33333333,20.9,Mean,Motacillidae,Passeriformes,21.7,83.3,56.6,56.6
Anthus chacoensis,NA,48,12.6,Mean,Motacillidae,Passeriformes,17,64.5,48,48
Anthus cinnamomeus,60.1,68.2,32.2,Mean,Motacillidae,Passeriformes,26.2,86.8,65.5,65.5
Anthus correndera,61.5,58.66666667,20.9,Mean,Motacillidae,Passeriformes,23.4,74.3,59.8,59.8
Anthus crenatus,63.5,70,30.7,Mean,Motacillidae,Passeriformes,27.5,84.3,67.4,67.4
Anthus furcatus,55,58.5,20.1,Mean,Motacillidae,Passeriformes,20.5,74.8,56.8,56.8
Anthus godlewskii,68.5,73.33333333,25.3,Mean,Motacillidae,Passeriformes,25.5,89.8,71.4,71.4
Anthus gustavi,52,60.83333333,19.8,Mean,Motacillidae,Passeriformes,22.2,80.5,57.3,57.3
Anthus gutturalis,79,78,36.3,Mean,Motacillidae,Passeriformes,28.9,96.3,78.6,78.6
Anthus hellmayri,63,66,18.6,Mean,Motacillidae,Passeriformes,22.4,76.2,65.2,65.2
Anthus hodgsoni,56.5,59.66666667,21.3,Mean,Motacillidae,Passeriformes,20.2,81,58.4,58.4
Anthus hoeschi,65.75,78.5,27,Mean,Motacillidae,Passeriformes,26.6,84.9,72.1,72.1
Anthus leucophrys,69.5,69.33333333,25,Mean,Motacillidae,Passeriformes,29.1,94.9,69.4,69.4
Anthus lineiventris,72,76.5,35,Mean,Motacillidae,Passeriformes,27.8,84,74.2,74.2
Anthus lutescens,46.5,46.6,12.6,Mean,Motacillidae,Passeriformes,19.3,60.4,45.5,45.5
Anthus melindae,61.5,64.33333333,22.5,Mean,Motacillidae,Passeriformes,26.1,83.6,63.2,63.2
Anthus nattereri,NA,58.13333333,19.5,Mean,Motacillidae,Passeriformes,23.2,71.9,58.1,58.1
Anthus nilghiriensis,67.25,70.66666667,31,Mean,Motacillidae,Passeriformes,23.7,74.8,69.3,69.3
Anthus novaeseelandiae,64.2,73.4,24.1,Mean,Motacillidae,Passeriformes,25.6,83.8,65.1,65.1
Anthus nyassae,69.25,70.5,24.3,Mean,Motacillidae,Passeriformes,24.7,89.9,69.9,69.9
Anthus pallidiventris,NA,71.16666667,31,Mean,Motacillidae,Passeriformes,31.3,93,68.1,68.1
Anthus peruvianus,44,46,12.6,Mean,Motacillidae,Passeriformes,20.4,64,45,45
Anthus petrosus,62.75,63,22.4,Mean,Motacillidae,Passeriformes,23,88.2,62.9,62.9
Anthus pratensis,53.61111111,61.1,18.4,Mean,Motacillidae,Passeriformes,21.5,77.8,56.3,56.3
Anthus richardi,67.5,74.33333333,32.2,Mean,Motacillidae,Passeriformes,29.2,92,71.6,71.6
Anthus roseatus,55,64.33333333,20.6,Mean,Motacillidae,Passeriformes,21.5,82.8,60.6,60.6
Anthus rubescens,67.5,67.66666667,20.7,Mean,Motacillidae,Passeriformes,21.2,85,67.6,67.6
Anthus rufulus,56.5,56,20.4,Mean,Motacillidae,Passeriformes,25.1,77.4,56.4,56.4
Anthus similis,67.72727273,78,25.3,Mean,Motacillidae,Passeriformes,25.7,90.2,70.5,70.5
Anthus sokokensis,55,58,15,Mean,Motacillidae,Passeriformes,18,68.8,55.8,55.8
Anthus spinoletta,59.25,66.5,23.9,Mean,Motacillidae,Passeriformes,22.9,86.9,63.3,63.3
Anthus spragueii,65,65.33333333,25.5,Mean,Motacillidae,Passeriformes,22.2,78.1,65.2,65.2
Anthus sylvanus,64,70,31,Mean,Motacillidae,Passeriformes,22.7,80.4,67.6,67.6
Anthus trivialis,58.83333333,60.78571429,23.3,Mean,Motacillidae,Passeriformes,20.6,86.1,59.9,59.9
Anthus vaalensis,75,82,27,Mean,Motacillidae,Passeriformes,28.8,103,79.2,79.2
Antilophia bokermanni,60.1,66.4,19.8,Mean,Pipridae,Passeriformes,17.9,75.4,63.2,63.2
Antilophia galeata,56.5,63.66666667,21.5,Mean,Pipridae,Passeriformes,18,77.2,60.8,60.8
Anumara forbesi,95.85,90.8,65.9,Mean,Icteridae,Passeriformes,29.4,103,94.2,94.2
Anumbius annumbi,81,80,41.5,Mean,Furnariidae,Passeriformes,24.3,81.4,82.2,82.2
Apalis alticola,52,62.25,12.1,Mean,Cisticolidae,Passeriformes,18.8,55.4,57.1,57.1
Apalis argentea,44,50,9.3,Mean,Cisticolidae,Passeriformes,16.6,49.5,48.5,48.5
Apalis bamendae,38.75,46.5,9.2,Mean,Cisticolidae,Passeriformes,17,50.1,42.6,42.6
Apalis binotata,40,42,8.2,Mean,Cisticolidae,Passeriformes,17.8,46.2,41.2,41.2
Apalis chapini,54.5,55.5,8.8,Mean,Cisticolidae,Passeriformes,17.4,48.1,55,55
Apalis chariessa,61.5,83,9.2,Mean,Cisticolidae,Passeriformes,17.1,51.5,72.2,72.2
Apalis chirindensis,57,59,8.6,Mean,Cisticolidae,Passeriformes,17.4,47.9,58.5,58.5
Apalis cinerea,52.5,62,9.9,Mean,Cisticolidae,Passeriformes,19,54.6,58.2,58.2
Apalis flavida,46.90909091,53.125,8.2,Mean,Cisticolidae,Passeriformes,18.9,50,49.4,49.4
Apalis flavigularis,45.5,49,11.1,Mean,Cisticolidae,Passeriformes,21.4,50.5,47.2,47.2
Apalis fuscigularis,48.5,51,11,Mean,Cisticolidae,Passeriformes,20.1,52.5,50.2,50.2
Apalis jacksoni,52.5,55,8.7,Mean,Cisticolidae,Passeriformes,17.1,51.4,54,54
Apalis kaboboensis,56,59,8.4,Mean,Cisticolidae,Passeriformes,18.9,52,57.5,57.5
Apalis karamojae,47,49,9.2,Mean,Cisticolidae,Passeriformes,16.5,49,48,48
Apalis lynesi,51.5,55,11.4,Mean,Cisticolidae,Passeriformes,20.5,51.5,53.2,53.2
Apalis melanocephala,57.5,59.75,8.8,Mean,Cisticolidae,Passeriformes,17.6,48.7,59,59
Apalis nigriceps,43,44.5,8.4,Mean,Cisticolidae,Passeriformes,15.9,46.6,43.8,43.8
Apalis personata,41.66666667,42,11,Mean,Cisticolidae,Passeriformes,18.5,52.1,41.8,41.8
Apalis porphyrolaema,50.75,60,8.4,Mean,Cisticolidae,Passeriformes,17.9,51.3,56.3,56.3
Apalis ruddi,51,NA,9.7,Mean,Cisticolidae,Passeriformes,20.3,46,46.2,46.2
Apalis rufogularis,41.4,53.5,8.3,Mean,Cisticolidae,Passeriformes,17,47.1,44.9,44.9
Apalis sharpii,47.75,54.66666667,8.7,Mean,Cisticolidae,Passeriformes,16.6,45.7,51.9,51.9
Apalis thoracica,51,53.75,11.1,Mean,Cisticolidae,Passeriformes,20.5,51.1,51.4,51.4
Apalopteron familiare,62,63.83333333,15,Mean,Zosteropidae,Passeriformes,22.8,67.3,63.1,63.1
Aphanotriccus audax,50.3,44.3,11.2,Mean,Tyrannidae,Passeriformes,15.3,54.6,45.8,45.8
Aphanotriccus capitalis,48.3,53.5,11.8,Mean,Tyrannidae,Passeriformes,14.5,58.7,50.6,50.6
Aphelocephala leucopsis,43,48.33333333,12.3,Mean,Acanthizidae,Passeriformes,17.8,60.2,44.2,44.2
Aphelocephala nigricincta,39.9,40.875,10.4,Mean,Acanthizidae,Passeriformes,17.8,56.9,38.8,38.8
Aphelocephala pectoralis,38.66666667,38,9,Mean,Acanthizidae,Passeriformes,17,54.4,38.3,38.3
Aphelocoma californica,137.5,140.6,85.7,Mean,Corvidae,Passeriformes,40.3,123.7,139.2,139.2
Aphelocoma coerulescens,135.75,141.8571429,77.1,Mean,Corvidae,Passeriformes,37.8,116.7,140.5,140.5
Aphelocoma insularis,150.25,155.6666667,85.7,Mean,Corvidae,Passeriformes,45.5,139.6,153.5,153.5
Aphelocoma ultramarina,159.5,146.2222222,113.3,Mean,Corvidae,Passeriformes,43,166.2,150.3,150.3
Aphelocoma unicolor,152,154.1111111,124,Mean,Corvidae,Passeriformes,42.6,168.9,153.7,153.7
Aphelocoma wollweberi,132.5,126,113.3,Mean,Corvidae,Passeriformes,39.9,160.8,129.2,129.2
Aphelocoma woodhouseii,130.3333333,135.8571429,90.2,Mean,Corvidae,Passeriformes,40.6,127.7,134.2,134.2
Aphrastura masafuerae,70,79,12.2,Mean,Furnariidae,Passeriformes,22.2,65.8,68.9,68.9
Aphrastura spinicauda,75.5,77.66666667,11.5,Mean,Furnariidae,Passeriformes,20.2,59.4,76.8,76.8
Aplonis atrifusca,101.6666667,105,146,Mean,Sturnidae,Passeriformes,33.4,144.8,102.5,102.5
Aplonis brunneicapillus,86.66666667,151.3333333,66.7,Mean,Sturnidae,Passeriformes,23,106.5,119,119
Aplonis cantoroides,70.33333333,69.33333333,55.7,Mean,Sturnidae,Passeriformes,23,97.5,69.8,69.8
Aplonis cinerascens,75,77,82.9,Mean,Sturnidae,Passeriformes,32.1,119.8,75.5,75.5
Aplonis crassa,68.5,83,59,Mean,Sturnidae,Passeriformes,23.2,100.7,73.3,73.3
Aplonis dichroa,74.33333333,76.33333333,84,Mean,Sturnidae,Passeriformes,28,114,75.3,75.3
Aplonis feadensis,NA,84.33333333,72,Mean,Sturnidae,Passeriformes,26.9,119.8,84,84
Aplonis grandis,98.5,106,134,Mean,Sturnidae,Passeriformes,32,133.6,103,103
Aplonis insularis,65,68,69.9,Mean,Sturnidae,Passeriformes,25.2,103,66.5,66.5
Aplonis magna,140.3333333,202,190,Mean,Sturnidae,Passeriformes,28.3,120,173.7,173.7
Aplonis metallica,98.9,101.15,56.5,Mean,Sturnidae,Passeriformes,22.3,107.2,100.3,100.3
Aplonis minor,60.16666667,66,42,Mean,Sturnidae,Passeriformes,20,96.3,59.6,59.6
Aplonis mysolensis,95.5,108.5,62,Mean,Sturnidae,Passeriformes,23.7,108.8,92.8,92.8
Aplonis mystacea,83.75,87,68.7,Mean,Sturnidae,Passeriformes,20.3,99.6,84.4,84.4
Aplonis opaca,87,89.5,83.4,Mean,Sturnidae,Passeriformes,30.4,125.2,88.2,88.2
Aplonis panayensis,59.8,58.66666667,56.2,Mean,Sturnidae,Passeriformes,21.8,95.5,59.4,59.4
Aplonis pelzelni,63,67,47,Mean,Sturnidae,Passeriformes,25.5,100,64.3,64.3
Aplonis santovestris,NA,55,68.7,Mean,Sturnidae,Passeriformes,26.2,96.5,55,55
Aplonis striata,64,74.66666667,54.2,Mean,Sturnidae,Passeriformes,23.2,100,70.4,70.4
Aplonis tabuensis,61.5,63,62.5,Mean,Sturnidae,Passeriformes,25.7,99.2,62.2,62.2
Aplonis zelandica,66.66666667,61,68.7,Mean,Sturnidae,Passeriformes,27.1,103.4,64.4,64.4
Aprositornis disjuncta,48.26666667,48.22,15,Mean,Thamnophilidae,Passeriformes,24.7,58,48.3,48.3
Arachnothera affinis,47.5,54.6,26.4,Mean,Nectariniidae,Passeriformes,18.3,83.7,52.6,52.6
Arachnothera chrysogenys,39,41,23.2,Mean,Nectariniidae,Passeriformes,18.4,82.9,39.6,39.6
Arachnothera clarae,39,42.5,30.1,Mean,Nectariniidae,Passeriformes,20.4,76.4,41.6,41.6
Arachnothera crassirostris,43,42.33333333,16,Mean,Nectariniidae,Passeriformes,16.2,70.6,42.6,42.6
Arachnothera everetti,57.75,53.5,26.4,Mean,Nectariniidae,Passeriformes,19.5,90.2,55.6,55.6
Arachnothera flavigaster,44.5,44.5,38.4,Mean,Nectariniidae,Passeriformes,20.4,102.2,44.5,44.5
Arachnothera juliae,44,44.33333333,30.1,Mean,Nectariniidae,Passeriformes,18,79.5,44.2,44.2
Arachnothera longirostra,42,42,12.5,Mean,Nectariniidae,Passeriformes,17.5,66.9,42,42
Arachnothera magna,50,49.42857143,30.7,Mean,Nectariniidae,Passeriformes,20.6,88.7,49.6,49.6
Arachnothera modesta,49,48.5,26.4,Mean,Nectariniidae,Passeriformes,18.7,77.4,48.8,48.8
Arachnothera robusta,48.5,54.66666667,29.3,Mean,Nectariniidae,Passeriformes,17.4,84.2,52.2,52.2
Arcanator orostruthus,NA,72,32.7,Mean,Modulatricidae,Passeriformes,27.5,85.3,70,70
Archboldia papuensis,133.6,166.5666667,177.6,Mean,Ptilonorhynchidae,Passeriformes,43.4,162,158.3,158.3
Argya affinis,100.5,100.6666667,63.3,Mean,Leiotrichidae,Passeriformes,33.6,103.7,100.6,100.6
Argya altirostris,98.5,102.5,33,Mean,Leiotrichidae,Passeriformes,27.4,73.5,100.5,100.5
Argya aylmeri,114.5,114.6666667,35.3,Mean,Leiotrichidae,Passeriformes,23.9,73.4,114.6,114.6
Argya caudata,106,108.3333333,39.2,Mean,Leiotrichidae,Passeriformes,25.3,75.8,107.4,107.4
Argya cinereifrons,100.5,107,70,Mean,Leiotrichidae,Passeriformes,37.9,113.4,104.4,104.4
Argya earlei,113.5,110,47,Mean,Leiotrichidae,Passeriformes,30.5,88.2,111.4,111.4
Argya fulva,122,128.5,61.4,Mean,Leiotrichidae,Passeriformes,28.6,96.2,125.2,125.2
Argya gularis,141.5,155,45.5,Mean,Leiotrichidae,Passeriformes,28.7,88.2,149.6,149.6
Argya huttoni,107,107.5,39.2,Mean,Leiotrichidae,Passeriformes,26.5,84.5,107.2,107.2
Argya longirostris,106,114,35,Mean,Leiotrichidae,Passeriformes,28,74.2,110.8,110.8
Argya malcolmi,137,136.3333333,75.7,Mean,Leiotrichidae,Passeriformes,31.5,115.2,136.6,136.6
Argya rubiginosa,103.75,100.4,40.6,Mean,Leiotrichidae,Passeriformes,27.2,83.4,101.9,101.9
Argya rufescens,116,114.6666667,64.5,Mean,Leiotrichidae,Passeriformes,32.7,96.6,115.2,115.2
Argya squamiceps,143,143.3333333,72.9,Mean,Leiotrichidae,Passeriformes,30.7,109.8,143.2,143.2
Argya striata,100.5,102,66,Mean,Leiotrichidae,Passeriformes,32.4,99,101.4,101.4
Argya subrufa,111,113.6666667,66.7,Mean,Leiotrichidae,Passeriformes,32.3,89.6,112.6,112.6
Arizelocichla chlorigula,90,90,34.5,Mean,Pycnonotidae,Passeriformes,23.6,90.2,90,90
Arizelocichla fusciceps,88,91,34.5,Mean,Pycnonotidae,Passeriformes,22.5,89.2,89.5,89.5
Arizelocichla masukuensis,78.125,81.6875,26.8,Mean,Pycnonotidae,Passeriformes,20.8,79.8,78.7,78.7
Arizelocichla milanjensis,90.3125,91.875,37.4,Mean,Pycnonotidae,Passeriformes,22.9,93.7,90.3,90.3
Arizelocichla montana,79.5,85.66666667,32.6,Mean,Pycnonotidae,Passeriformes,21.1,82.8,83.2,83.2
Arizelocichla neumanni,NA,95.66666667,34.5,Mean,Pycnonotidae,Passeriformes,24.4,99.2,95.8,95.8
Arizelocichla nigriceps,83.5,85.6875,34.5,Mean,Pycnonotidae,Passeriformes,22.5,89.2,84.5,84.5
Arizelocichla tephrolaema,73,72.5,38.3,Mean,Pycnonotidae,Passeriformes,19.8,82.4,73.2,73.2
Arremon abeillei,58,60,25.9,Mean,Passerellidae,Passeriformes,24.1,74.2,59.8,59.8
Arremon assimilis,78.5,88,39,Mean,Passerellidae,Passeriformes,27.8,83.6,84.9,84.9
Arremon atricapillus,85,NA,44.6,Mean,Passerellidae,Passeriformes,28.6,84.8,85.5,85.5
Arremon aurantiirostris,63,68.59090909,34.5,Mean,Passerellidae,Passeriformes,25.5,72.7,66.4,66.4
Arremon brunneinucha,83.83333333,87.125,44,Mean,Passerellidae,Passeriformes,28.8,80.8,84.7,84.7
Arremon castaneiceps,59,66,36.9,Mean,Passerellidae,Passeriformes,28,78.4,63,63
Arremon crassirostris,56.5,56,38.7,Mean,Passerellidae,Passeriformes,24.7,64.6,56.2,56.2
Arremon dorbignii,62.5,69,26.1,Mean,Passerellidae,Passeriformes,24.6,72.2,66.8,66.8
Arremon flavirostris,62.5,67,26.1,Mean,Passerellidae,Passeriformes,25.1,70.8,64.8,64.8
Arremon franciscanus,NA,66.6,24.9,Mean,Passerellidae,Passeriformes,21.2,72.2,66.6,66.6
Arremon schlegeli,65,59,27.7,Mean,Passerellidae,Passeriformes,24.2,71.5,61.4,61.4
Arremon semitorquatus,66,75,25,Mean,Passerellidae,Passeriformes,25.2,70,70.5,70.5
Arremon taciturnus,58.84166667,63.16428571,24.8,Mean,Passerellidae,Passeriformes,23.8,72,61.3,61.3
Arremon torquatus,77.66666667,76.66666667,42,Mean,Passerellidae,Passeriformes,32.2,80.5,85.7,85.7
Arremon virenticeps,88.83333333,97.75,41,Mean,Passerellidae,Passeriformes,27.4,83.3,93.9,93.9
Arremonops chloronotus,54.33333333,59.25,27.4,Mean,Passerellidae,Passeriformes,23.8,66,57.1,57.1
Arremonops conirostris,67,68.29,35.9,Mean,Passerellidae,Passeriformes,28.1,73.7,67.6,67.6
Arremonops rufivirgatus,62.33333333,62,22.4,Mean,Passerellidae,Passeriformes,23.9,65.3,62.1,62.1
Arremonops tocuyensis,48.9,51.25,29.4,Mean,Passerellidae,Passeriformes,21.4,63.8,50.5,50.5
Arses insularis,68,67.875,19.3,Mean,Monarchidae,Passeriformes,17.6,78.6,67.9,67.9
Arses kaupi,76.5,76,13.5,Mean,Monarchidae,Passeriformes,19,79.3,76.4,76.4
Arses lorealis,74,69.75,13.7,Mean,Monarchidae,Passeriformes,18.7,77,70.2,70.2
Arses telescopthalmus,69.9,70,15.3,Mean,Monarchidae,Passeriformes,18.1,81,70,70
Artamella viridis,71.5,68.83333333,48.8,Mean,Vangidae,Passeriformes,26.2,117.8,69.5,69.5
Artamus cinereus,75,66.55555556,35.6,Mean,Artamidae,Passeriformes,22.3,119.9,67.7,67.7
Artamus cyanopterus,72.5,67.125,34.6,Mean,Artamidae,Passeriformes,19.3,123.2,69.2,69.2
Artamus fuscus,59.4,52.90909091,39.8,Mean,Artamidae,Passeriformes,17.4,131.9,54.9,54.9
Artamus insignis,67,62,51.3,Mean,Artamidae,Passeriformes,20.1,142.1,63.3,63.3
Artamus leucorynchus,60.5,56.14285714,41.7,Mean,Artamidae,Passeriformes,18.4,131.4,59,59
Artamus maximus,68.5,65.375,58.2,Mean,Artamidae,Passeriformes,19.5,158.6,66,66
Artamus mentalis,71,65.5,41.9,Mean,Artamidae,Passeriformes,18.1,127.4,66.9,66.9
Artamus minor,58.5,54.88888889,16,Mean,Artamidae,Passeriformes,14.4,102.7,56.1,56.1
Artamus monachus,71,67.33333333,51.3,Mean,Artamidae,Passeriformes,19.7,152.2,72.6,72.6
Artamus personatus,75.33333333,68.8,34.6,Mean,Artamidae,Passeriformes,19.7,120.9,71.6,71.6
Artamus superciliosus,82.5,70.5,35.5,Mean,Artamidae,Passeriformes,20.5,119.5,74.1,74.1
Artemisiospiza belli,68.25,68.28571429,17,Mean,Passerellidae,Passeriformes,20.3,65,68,68
Artemisiospiza nevadensis,77,71,18.5,Mean,Passerellidae,Passeriformes,21.5,75,74,74
Artisornis metopias,36.33333333,41,8.4,Mean,Cisticolidae,Passeriformes,21.8,46.7,39.9,39.9
Artisornis moreaui,43.5,50,9.2,Mean,Cisticolidae,Passeriformes,17.9,47.3,52.4,52.4
Arundinax aedon,76,80.33333333,22.4,Mean,Acrocephalidae,Passeriformes,26,78.4,78.6,78.6
Arundinicola leucocephala,44.53333333,50.5,13.8,Mean,Tyrannidae,Passeriformes,16.9,60.1,46.9,46.9
Asemospiza fuliginosa,43.4,43.73333333,13.3,Mean,Thraupidae,Passeriformes,15.6,57.4,43.9,43.9
Asemospiza obscura,NA,42.3,11.2,Mean,Thraupidae,Passeriformes,17.3,52.4,42.3,42.3
Ashbyia lovensis,40.75,43,17.5,Mean,Meliphagidae,Passeriformes,20.6,74.3,39.7,39.7
Asthenes anthoides,66.5,70,22.3,Mean,Furnariidae,Passeriformes,21.3,67.2,68.6,68.6
Asthenes baeri,66,67,17.8,Mean,Furnariidae,Passeriformes,19.1,58.5,66.6,66.6
Asthenes berlepschi,75.75,70.15,67,Mean,Furnariidae,Passeriformes,23.4,67,73,73
Asthenes coryi,88,82.66666667,16.8,Mean,Furnariidae,Passeriformes,21.9,56.6,84,84
Asthenes dorbignyi,71.16666667,73.77,15.9,Mean,Furnariidae,Passeriformes,23.1,65.8,72.7,72.7
Asthenes flammulata,76.25,68,22.5,Mean,Furnariidae,Passeriformes,24.6,62.6,71.3,71.3
Asthenes griseomurina,100,111,17.6,Mean,Furnariidae,Passeriformes,24.6,59.1,107.3,107.3
Asthenes harterti,107,98.75,12.9,Mean,Furnariidae,Passeriformes,22.5,52,100.8,100.8
Asthenes heterura,87,87.86666667,13.5,Mean,Furnariidae,Passeriformes,21.1,60.2,88.8,88.8
Asthenes hudsoni,70.5,76.33333333,19,Mean,Furnariidae,Passeriformes,24.1,74.2,74,74
Asthenes humilis,68.4,68.6,21,Mean,Furnariidae,Passeriformes,25.9,70.7,68.5,68.5
Asthenes luizae,NA,86.5,28,Mean,Furnariidae,Passeriformes,24.2,70,86.5,86.5
Asthenes maculicauda,82,83.5,19,Mean,Furnariidae,Passeriformes,23,58.6,82.6,82.6
Asthenes modesta,69.25,76.4,16.8,Mean,Furnariidae,Passeriformes,23,68.3,73.2,73.2
Asthenes ottonis,100,99.55,13,Mean,Furnariidae,Passeriformes,21.5,57.7,99.7,99.7
Asthenes palpebralis,120,111,17,Mean,Furnariidae,Passeriformes,24.1,57.9,114,114
Asthenes perijana,106.8666667,114.75,18.3,Mean,Furnariidae,Passeriformes,22.6,59.4,110,110
Asthenes pudibunda,77,NA,14.9,Mean,Furnariidae,Passeriformes,21.8,59.8,80.5,80.5
Asthenes pyrrholeuca,81.5,79.8125,13.2,Mean,Furnariidae,Passeriformes,19.6,59.6,80,80
Asthenes sclateri,92,91,15.2,Mean,Furnariidae,Passeriformes,24.3,71.2,91.5,91.5
Asthenes vilcabambae,94.5,102.5,20.2,Mean,Furnariidae,Passeriformes,26,61.1,98.5,98.5
Asthenes virgata,NA,89.28,22,Mean,Furnariidae,Passeriformes,24.6,66.3,89.3,89.3
Asthenes wyatti,69,69,15.2,Mean,Furnariidae,Passeriformes,24.1,64.7,69,69
Atalotriccus pilaris,NA,38,6.8,Mean,Tyrannidae,Passeriformes,15.4,41.2,33.4,33.4
Atimastillas flavicollis,93,104.75,48.7,Mean,Pycnonotidae,Passeriformes,24.7,105.4,98.2,98.2
Atlapetes albiceps,69.5,72,37,Mean,Passerellidae,Passeriformes,25.3,73,70.8,70.8
Atlapetes albinucha,79.5,84.6,33.8,Mean,Passerellidae,Passeriformes,27,73.3,83.7,83.7
Atlapetes albofrenatus,81,NA,30,Mean,Passerellidae,Passeriformes,26.4,72,78,78
Atlapetes blancae,78,NA,28,Mean,Passerellidae,Passeriformes,26,72.2,78,78
Atlapetes canigenis,71,80,26.6,Mean,Passerellidae,Passeriformes,27.7,73.2,73.2,73.2
Atlapetes citrinellus,70,71,28,Mean,Passerellidae,Passeriformes,26,69,70.8,70.8
Atlapetes flaviceps,NA,61,33.7,Mean,Passerellidae,Passeriformes,24.4,71,61,61
Atlapetes forbesi,82,93,32.2,Mean,Passerellidae,Passeriformes,27.2,79,87.5,87.5
Atlapetes fulviceps,72.33333333,73.16666667,28.2,Mean,Passerellidae,Passeriformes,25.4,75.1,72.9,72.9
Atlapetes fuscoolivaceus,78,79,32.5,Mean,Passerellidae,Passeriformes,26.9,71.5,78.5,78.5
Atlapetes latinuchus,68.25,77.8,23.6,Mean,Passerellidae,Passeriformes,25.9,74.6,72.6,72.6
Atlapetes leucopis,NA,86.66666667,43,Mean,Passerellidae,Passeriformes,29.3,79.8,85.2,85.2
Atlapetes leucopterus,68,64.66666667,20.8,Mean,Passerellidae,Passeriformes,26.7,68.8,66,66
Atlapetes luteoviridis,86.16666667,86,30,Mean,Passerellidae,Passeriformes,25.9,80.5,86.1,86.1
